god bless,wow,perfect ,happy,unfortunately,worried,sorry ,late
80333,,377942,99619,50216,165959,30865,14853
80730,,378260,99631,50281,166039,30875,14868
82536,,378841,99663,50285,166468,30911,14883
83449,,379112,99665,50360,166718,30931,14895
83930,,379258,99668,50419,166871,31008,14897
83934,,379392,100214,50429,166950,31363,14898
85898,,380382,100223,50507,166974,31378,14911
85921,,380400,100227,50527,167259,31399,14912
86029,,380759,100564,50529,167681,31434,14932
87832,,382566,100846,50579,168334,31452,14939
89003,,384200,100931,51166,169328,31481,14942
89982,,385277,101289,51209,169333,31507,14958
90402,,385678,101320,51286,169681,31511,14982
95017,,386794,101414,51347,170600,31549,14990
97359,,386893,101421,51373,170725,31559,14991
97896,,387077,101488,51382,171617,31566,14996
98096,,387982,101500,51410,171915,31574,15034
98342,,389288,101734,51468,171918,31586,15040
98345,,390131,101827,51469,172402,31597,15045
99241,,390463,101888,51537,172468,31620,15051
99335,,390661,102115,51702,172491,31643,15058
101288,,390861,102128,51718,172769,31647,15059
105413,,391376,102518,51727,172860,32075,15060
108232,,391847,102759,51809,172872,32081,15071
109989,,393903,102775,51860,172942,32091,15078
110649,,394112,102828,51909,172950,32114,15085
113169,,394136,102881,52012,173159,32120,15088
113735,,394662,102887,52013,173170,32130,15091
113737,,395054,102911,52162,173225,32136,15092
114181,,395214,102914,52205,173264,32141,15096
114408,,395879,102915,52275,173562,32174,15108
117095,,396978,102978,52327,173587,32184,15118
117642,,396987,103004,52340,173607,32185,15144
118058,,397724,103008,52346,173753,32190,15166
118637,,398444,103015,52410,173789,32223,15168
118762,,398461,103019,52506,174440,32247,15179
119727,,398787,103056,52507,174472,32261,15199
122030,,398788,103069,52528,174546,32274,15205
123366,,399303,103551,52549,174604,32303,15209
123367,,399655,103598,52596,175529,32309,15493
124052,,399709,104351,52619,175530,32324,15510
129194,,400865,104371,52657,175587,32346,15532
129707,,400890,104563,52659,175697,32351,15559
131162,,400908,104639,53012,175850,32376,15565
131283,,401090,104640,53026,175956,32573,15568
132513,,401222,104642,53058,176338,32592,15569
133778,,402421,104763,53066,176477,32597,15580
133779,,402494,104776,53079,177149,32599,15581
133781,,402991,104833,53081,177341,32601,15596
133783,,403436,104834,53151,179037,32868,15601
133851,,403521,105354,53152,179370,32870,15611
134267,,403977,105435,53178,179485,32872,15625
135174,,404535,105437,53210,179507,32881,15637
136366,,404920,105448,53567,179649,32925,15687
136827,,405243,105578,53590,179749,32928,15704
138545,,405299,105648,53718,179750,32971,15709
139296,,47,105693,53735,180601,32980,15714
139603,,1331,105788,53807,180708,33363,15723
139685,,1397,105801,53848,180884,33389,15727
139687,,2539,105814,53856,180947,33399,15736
139745,,4889,105816,53868,181009,33417,15737
140673,,4960,106555,53904,181073,33425,15740
142728,,5081,106563,53972,181129,33448,15742
142736,,9251,107520,53980,181344,33490,15744
142748,,10008,107585,53986,181418,33524,15762
142754,,10280,107674,54060,181453,33586,15765
142756,,10997,107912,54091,181550,33599,15776
142764,,11432,108172,54103,181618,33614,15784
143899,,11826,108309,54188,181681,33621,15792
144878,,12578,108361,54251,182069,33623,15800
146057,,13457,108391,54261,182092,33629,15806
146279,,13487,108538,54265,182094,33640,15809
146825,,13852,108551,54317,182135,33643,15830
147982,,16058,109231,54331,182315,33677,15835
147984,,16864,109318,54400,182440,33680,15848
149613,,18165,109337,54411,182568,33696,15850
149673,,19937,109514,54412,182572,33709,15854
160628,,20148,109632,54416,182682,33719,15862
165010,,20615,109660,55000,182704,33735,15868
172303,,20825,109737,55017,182819,33746,15874
173041,,21147,109760,55101,183036,33863,15879
174589,,21925,109792,55152,183423,33874,15886
177219,,22217,109979,55159,183961,33877,15887
180473,,22247,110187,55180,183962,33952,15900
180558,,22314,110206,55328,184031,34027,15903
181148,,23218,110310,55369,184121,34094,15909
182234,,23393,110364,55583,184243,34138,15912
182752,,23395,110377,55592,184294,34154,15914
187025,,23565,110392,55632,184325,34174,15940
190342,,25863,110403,55633,184587,34205,15942
190351,,27108,110458,55707,184606,34227,15951
190410,,27295,110560,55723,184696,34260,15956
190412,,27967,110670,55913,184933,34415,15961
190475,,30376,110718,56014,184942,34655,15974
190507,,30885,110763,56173,185000,34795,15986
190583,,32091,110859,56191,185017,34806,15988
190603,,32988,110922,56306,185082,34867,15990
190625,,33002,111592,56347,185201,34869,15991
190919,,33434,112389,56348,185215,34912,15992
190930,,33494,112397,56367,185519,34917,16032
190933,,34197,112411,57435,185724,34950,16048
190937,,34258,112416,57859,186238,34984,16050
191397,,35150,112805,57863,186575,34985,16052
191849,,35196,114113,58234,186788,35119,16055
191978,,36953,114137,58298,187047,35142,16058
191999,,36988,114179,58312,187070,35152,16059
192381,,36994,114197,58315,187101,35174,16062
192386,,37029,114198,58410,187154,35176,16071
192440,,37275,114245,58444,187225,35189,16074
192671,,38241,114438,58490,187227,35194,16079
192926,,38417,115189,58543,187232,35209,16084
192933,,39641,115190,58554,187269,35210,16087
193135,,39725,115193,58584,187418,35280,16088
193197,,40368,115194,58604,187420,35284,16092
193441,,40537,115195,58647,187737,35319,16097
194289,,40576,115196,58734,187738,35338,16564
194438,,41491,115197,59121,188025,35346,16600
194440,,41620,115425,59155,188416,35349,16611
194920,,41621,116348,59156,188557,35380,16619
194930,,41701,116431,59216,189553,35388,16625
196523,,42504,116684,59261,190461,35406,16634
197191,,42529,116737,59272,190612,35408,16637
197266,,43540,116802,59418,192061,35434,16651
197267,,44403,116965,59436,192134,35456,16662
197298,,45094,117180,59466,192156,35457,16663
197308,,45258,117242,59487,192244,35484,16670
197312,,45875,117258,59728,192252,35509,16705
197771,,46769,117535,60339,192371,35558,16708
197777,,47371,117582,60362,192594,35965,16712
197811,,47418,117583,60376,192724,35974,16730
197820,,47994,117684,60628,192891,35979,16733
197824,,48468,117799,61023,193061,35983,16741
198964,,48540,117840,61065,193223,35994,16744
199236,,49156,117852,61106,193517,36023,16805
199353,,49541,117866,61123,193549,36074,16806
199691,,50012,118000,61190,193610,36110,16809
199692,,50081,118060,61204,193658,36256,16824
200040,,50089,118136,61232,193785,36292,16838
200220,,50374,118180,61247,193809,36294,16840
200432,,50478,118322,61305,194105,36295,16846
200457,,51205,118625,61342,194275,36304,16876
200474,,51951,118797,61349,194294,36730,16944
201271,,52012,119023,61350,194498,36768,16953
201324,,52013,119484,61351,194562,36782,16958
201326,,52330,119514,61381,194598,36791,16959
201393,,52333,119641,61430,194970,36809,16962
201396,,53058,119676,61469,195171,36812,16965
201598,,53141,120510,61510,195217,36825,16971
201783,,53182,120663,61522,195262,36844,16978
201789,,53566,120673,61712,195333,36853,16980
202067,,53574,122972,61738,195653,36880,16984
202085,,53648,123019,61815,195730,36890,16989
202117,,54369,123219,62073,195741,36891,16998
202168,,55969,123490,62084,196553,36905,17009
202474,,56081,123492,62128,196635,36972,17053
202897,,57867,123493,62336,196639,36999,17058
202901,,59168,123721,62353,197326,37054,17061
203579,,59169,123884,62576,197383,37083,17083
204981,,59528,123957,62582,197472,37109,17086
205009,,59583,124118,62600,197546,37111,17100
206449,,60352,124162,62629,197781,37117,17108
207799,,62120,124428,62657,198947,37202,17109
208207,,62125,124435,62746,198961,37228,17111
208555,,63301,124449,62753,199096,37262,17155
208557,,63338,124482,62765,199379,37313,17160
208965,,63365,124614,62774,199683,37351,17191
209236,,63539,125767,62893,200093,37364,17196
209499,,64311,125825,63027,200116,37419,17197
209524,,64397,125846,63053,200543,37422,17206
209544,,64728,125899,63342,200724,37471,17212
209548,,64766,126450,63412,201470,37510,17230
209826,,70369,126551,63434,202065,37572,17234
210456,,70461,126654,63464,202258,37584,17241
211567,,70573,126774,63587,202362,37593,17264
213028,,70866,126775,63643,202490,37738,17268
213418,,71290,126831,63689,202789,37745,17272
213420,,72027,126930,63715,202793,37760,17275
215015,,73410,127136,63719,202888,37819,17276
215016,,73428,127181,63725,202978,37968,17289
215162,,73668,127315,63736,203317,37977,17298
215168,,76017,127365,63738,203423,37994,17310
215298,,76343,127593,63765,203494,37996,17333
215389,,76347,127877,63795,203518,38033,17334
215454,,76624,127889,63810,203534,38037,17337
215473,,77682,128039,63831,204173,38055,17341
215514,,80379,128056,64174,204175,38122,17343
215574,,80785,128706,64263,204918,38186,17512
215599,,81073,128821,64365,205004,38194,17524
215629,,81312,129255,64411,205153,38303,17525
215633,,82225,129794,64472,205578,38339,17528
215635,,82406,129893,64476,205579,38382,17530
215636,,83676,131086,64525,205630,38414,17532
215790,,84158,131123,64529,206397,38429,18019
215870,,86091,131524,64701,207722,38434,18021
215900,,87283,133235,64738,208059,38437,18026
216008,,88171,133391,64741,208469,38439,18027
216018,,90741,133686,64770,208876,38444,18029
216095,,91396,133732,64799,209000,38453,18031
216102,,91795,133751,64812,209294,38480,18036
216184,,91964,134302,65580,210460,38551,18045
216189,,96374,134355,65581,210560,38694,18052
216476,,97328,135082,65582,210675,38696,18053
216479,,97394,135168,65597,210959,39159,18054
216488,,97638,135191,65619,211038,39163,18059
216508,,98077,135194,65675,211096,39178,18065
216536,,98779,135511,65738,211097,39181,18067
216649,,101883,137649,65742,212197,39209,18072
216652,,102925,137678,65821,213436,39246,18077
216682,,102934,137779,65822,213871,39252,18079
216683,,103510,138817,65825,213877,39273,18082
216692,,103530,138829,66429,213959,39296,18084
216712,,104719,139367,66531,214125,39308,18086
216714,,104746,139391,66539,214223,39422,18088
216793,,105365,139430,67631,214682,39512,18096
217044,,105380,139533,67701,214984,39519,18097
217324,,105453,139616,67723,214985,39671,18099
217339,,105466,139658,67755,215018,39702,18102
217345,,105467,139773,67801,215150,39801,18113
217349,,105470,139821,67829,215176,39817,18119
217351,,105475,139980,68107,215642,39836,18123
217353,,107582,140001,68127,215817,39849,18130
217373,,107672,140055,69017,215818,39867,18131
217377,,107674,140063,69056,215895,39937,18134
217378,,108212,140064,69126,216055,39970,18138
217423,,109400,140250,69135,216320,40187,18142
217433,,109530,140490,69271,217368,40198,18144
217486,,111354,140496,69514,217584,40284,18148
217495,,111610,140517,69515,217669,40306,18152
217498,,114164,140552,69525,217772,40371,18154
217499,,114429,140629,69557,218420,40373,18160
217525,,116413,141477,69567,218458,40467,18220
217543,,116980,141497,69572,218476,40483,18226
217545,,117031,141627,69861,218491,40518,18228
217577,,117121,142344,69893,219002,40566,18231
217607,,117244,142345,69903,219051,40574,18232
217622,,119701,142349,69926,219056,40586,18233
217623,,121685,142577,70231,219057,40602,18234
217625,,121769,142585,70288,219206,40943,18236
217640,,122662,142603,70324,219250,40953,18238
217653,,123349,143050,70326,219985,40979,18239
217789,,123574,143058,70344,220005,40982,18242
217794,,124608,143087,70345,220580,41060,18243
217798,,125645,143382,70362,222558,41062,18247
217800,,125761,143383,70443,222945,41166,18248
217852,,126801,143523,70446,222959,41171,18253
217862,,128654,143602,70509,223150,41179,18255
217899,,128962,143629,70538,223606,41187,18258
217925,,129786,145897,70563,223610,41223,18260
218245,,129851,145906,70622,224767,41227,18265
218255,,132352,145994,70628,225067,41433,18705
218333,,133069,146219,70633,225313,41453,18712
218413,,133377,146252,70659,225336,41493,18721
218414,,133842,146451,70677,225731,41496,18731
218451,,134281,146776,70769,225757,41497,18737
218472,,136334,146777,70799,225854,41518,18739
218474,,136839,146872,70801,226009,41556,18999
218930,,137771,147045,70807,226153,41632,19003
218956,,138618,147194,70810,226269,41643,19006
218999,,138896,147210,70852,226866,41688,19013
219035,,139413,147227,70861,226993,41712,19016
219044,,139856,147234,71297,227119,41722,19018
219063,,139987,147647,71313,227685,41724,19020
219064,,140250,147670,71331,228352,41725,19021
219067,,146135,147829,71397,228437,41829,19025
219073,,146138,147853,71399,228685,42078,19026
219092,,147740,147869,71400,228770,42091,19036
219111,,147741,147912,71534,229228,42422,19040
219112,,147901,148110,71756,229236,42426,19044
219114,,148191,148352,71778,229466,42444,19053
219147,,148333,148372,71784,229892,42454,19087
219149,,148372,148566,71830,229997,42455,19089
219151,,149718,148568,71840,230110,42465,19092
219167,,152115,148581,71895,230397,42475,19095
219201,,152264,148584,71913,230541,42477,19099
219237,,154539,148607,71926,231189,42509,19104
219250,,155690,148706,71933,233412,42546,19109
219251,,157084,148727,71944,233458,43147,19143
219253,,158258,148756,71948,233491,43238,19153
219255,,158348,148889,71959,233688,43251,19154
219761,,158390,148909,71978,233689,43275,19159
219951,,158449,148965,72014,233690,43282,19164
220000,,158915,149511,72162,233777,43294,19173
220589,,159124,149529,73362,233814,43341,19174
220922,,159504,149531,73364,233904,43357,19419
220976,,159508,149631,73378,233941,43527,19420
220982,,159533,149646,73401,234949,43576,19421
221807,,159659,149654,73403,235532,43582,19435
221863,,160628,149656,73422,235662,43594,19453
221920,,161489,149659,73442,236478,43648,19454
222951,,162406,149758,73451,236619,43655,19456
223238,,162735,149808,73472,236622,43693,19461
223312,,163048,150916,73479,236713,43710,19466
223632,,163828,151400,73505,237006,43759,19486
223651,,164123,151545,73513,237918,43814,19490
223652,,164372,152132,73643,237961,43816,19495
223773,,165374,152183,73644,238006,43827,19668
224716,,166188,152230,73660,238042,43834,19894
224797,,166468,152274,73754,238455,43835,19895
224798,,166474,152278,73832,238460,43845,19908
225138,,166747,152295,73919,238591,43867,19914
225699,,168590,152566,73942,238752,43869,19916
225703,,169415,152589,73982,238951,43877,19917
225741,,169511,152717,74202,238954,43907,19921
225890,,170724,152776,74859,239063,44188,19924
225897,,173264,152831,74937,239690,44191,19940
226058,,175632,152849,74960,239782,44238,19949
226072,,177062,153012,74984,240147,44263,19960
226098,,178864,153419,74985,240646,44281,19982
226131,,178908,153466,75023,240751,44301,19989
226537,,178909,153564,75043,240929,44313,19991
226630,,179735,154093,75126,240967,44327,20006
226895,,180590,154150,75136,241155,44409,20007
226902,,181430,154313,75149,241992,44415,20032
226996,,182038,154330,75184,242477,44418,20040
227176,,182164,154394,75253,243753,44431,20046
227293,,182319,154454,75550,243756,44453,20056
227503,,182951,154457,75594,243797,45039,20057
227772,,184255,154532,75638,244163,45044,20059
228293,,184531,154557,75679,244164,45055,20063
228297,,184687,154558,75693,244173,45059,20066
228299,,184784,154560,75719,244641,45063,20070
228407,,185622,154668,75740,245112,45087,20073
228431,,187155,155095,75745,245426,45131,20075
228481,,187316,155141,75763,245717,45136,20079
228511,,189579,155142,76014,246638,45233,20086
228645,,189657,155869,76061,247101,45236,20097
228662,,189658,155880,76204,247394,45240,20105
228672,,189743,157086,76217,247785,45252,20112
228703,,191842,157322,76498,247789,45256,20113
228705,,191866,158210,76520,248007,45275,20117
228739,,191883,158296,77017,248025,45276,20131
228765,,192263,158404,77018,248046,45291,20145
228800,,192417,158440,77036,249089,45316,20151
229159,,192510,158742,77049,249751,45319,20240
229257,,192728,159027,77367,249777,45372,20248
